"","X","name","location","lon","lat"
"1838",1879,"OneHealthUF","Gainesville, FL",-82.3248262,29.6516344
"1839",1882,"WildlifeDisease","Lawrence, Kansas",-95.2352501,38.9716689
"1840",1884,"vaccinemakers","Philadelphia, PA",-75.1652215,39.9525839
"1841",1885,"AlaskanCourtney","Alaska",-149.4936733,64.2008413
"1842",1886,"PrinceGYfan","Texas, USA ",-99.9018131,31.9685988
"1843",1887,"KWhistler","Lafayette, IN",-86.8752869,40.4167022
"1844",1889,"ParticleDoc","Indianapolis, IN",-86.158068,39.768403
"1845",1890,"MrJayCameron","3rd Rock from the Sun ",-104.5229281,33.3945681
"1846",1891,"outbreaksci","United States",-95.712891,37.09024
"1847",1892,"HambySr","Provo, UT",-111.6585337,40.2338438
"1848",1894,"Popgen_Papers","University of Wyoming",-105.5665744,41.3148754
"1849",1895,"rngarthee","Waukesha, WI",-88.2314813,43.0116784
"1850",1896,"mbiojournal","Washington, DC",-77.0368707,38.9071923
"1851",1897,"pipandbaby","Connecticut, USA",-73.087749,41.6032207
"1852",1898,"saadhealth","New York, NY",-74.0059728,40.7127753
"1853",1899,"Rydad98","Illinois",-89.3985283,40.6331249
"1854",1900,"alaskaking17","Alaska, USA",-134.5890001,58.3637
"1855",1902,"AccessIntegrity","Albuquerque, N.M.",-106.650422,35.0843859
"1856",1904,"PassRestProd","Waterloo, IA",-92.3425775,42.492786
"1857",1905,"kawaas1","Austell, GA",-84.6343783,33.8126059
"1858",1906,"itskiraj","Manhattan, New York ",-73.9712488,40.7830603
"1860",1909,"benoco","Australia",133.775136,-25.274398
"1861",1911,"Akboss1988","Canyon, TX",-101.9188024,34.9803342
"1862",1912,"biorxivpreprint","New York",-74.0059728,40.7127753
"1863",1913,"arust_3","Elk Run Heights, IA",-92.256572,42.4669324
"1864",1916,"ScroochMagooch","Valparaiso, IN",-87.0611412,41.4730948
"1865",1917,"TamorahLewisMD","Kansas City, MO",-94.5785667,39.0997265
"1866",1919,"meri_munn","Utah",-111.0937311,39.3209801
"1867",1920,"IamJayDay","Jefferson, WI",-88.8073273,43.0055594
"1868",1921,"ShohamTxID","Baltimore, MD",-76.6121893,39.2903848
"1869",1922,"brennajelli","coldwater, ks",-99.3267808,37.2689131
"1870",1925,"Danijean90","Salt Lake City, UT",-111.8910474,40.7607793
"1871",1926,"will_means","Orlando, FL",-81.3792365,28.5383355
"1872",1927,"ShelbyHisel","United States",-95.712891,37.09024
"1873",1928,"krowleytweet","Edina, MN",-93.3499489,44.8896866
"1874",1929,"AmandaHunterMPH","Louisville, KY",-85.7584557,38.2526647
"1875",1931,"ContemPeds","North Olmsted, Ohio",-81.9234726,41.4156025
"1876",1933,"Just4TheCause","USA",-95.712891,37.09024
"1877",1935,"Ben_Kaplan","New York, NY",-74.0059728,40.7127753
"1878",1936,"aetiology","Kent, Ohio",-81.3578859,41.1536674
"1879",1937,"marieAn72486017","Louisiana, USA",-91.9623327,30.9842977
"1880",1938,"7emma1","Blanchester, OH",-83.9888205,39.2931174
"1881",1939,"debg7089","Nebraska",-99.9018131,41.4925374
"1882",1940,"sarah_martin_19","Knoxville, IA",-93.09967,41.320343
"1883",1941,"scoby1978","Ireland",-7.6920536,53.1423672
"1884",1942,"SophApe","Berks County, PA, USA",-75.9927652,40.3451566
"1885",1943,"artofperson","South Florida",-81.5157535,27.6648274
"1886",1944,"AllyGarbs","Nova Scotia",-63.744311,44.6819866
"1887",1945,"AshleyHommerTV","Wausau, WI",-89.6301221,44.9591352
"1888",1946,"allypeterswaow","Wausau, WI",-89.6301221,44.9591352
"1889",1948,"Flashgordonv","Rural New Zealand",174.775666,-41.2877674
"1890",1949,"Jennifer_OHLITD","PNW, United States",-95.712891,37.09024
"1891",1950,"margierinee","Pittsburgh, PA",-79.9958864,40.4406248
"1892",1951,"Faaraa77","Wonderland",-79.5394625,43.8430176
"1893",1952,"yodelhealth","Frisco, CO",-106.0975203,39.5744309
"1894",1953,"t_e_knight","Detroit, MI",-83.0457538,42.331427
"1895",1955,"CSISpecialty","Sanford, FL",-81.269453,28.8028612
"1896",1956,"HHS_ASH","Washington, DC",-77.0368707,38.9071923
"1897",1957,"mamalyssa17","Urbandale, IA",-93.7121656,41.6266555
"1898",1958,"KellyJoHoes","Minnesota, USA",-94.6858998,46.729553
"1899",1959,"IDinChildren","Thorofare, NJ",-75.1969346,39.8422093
"1900",1960,"o2real365","Spartanburg, SC",-81.9320482,34.9495672
"1901",1962,"CDCgov","Atlanta, GA",-84.3879824,33.7489954
"1902",1964,"eMPR","New York",-74.0059728,40.7127753
"1903",1965,"NoraCutcliffe","Toronto, Ontario",-79.3831843,43.653226
"1904",1966,"AbxDukeRaleigh","Raleigh, NC",-78.6381787,35.7795897
"1905",1967,"TheAppalachian","Boone, NC",-81.6745517,36.216795
"1906",1968,"c43l4n","Nunavut, Canada",-83.107577,70.2997711
"1907",1969,"MassDPH","Boston, MA",-71.0588801,42.3600825
"1908",1970,"alexandraerin","Hagerstown",-77.7199932,39.6417629
"1909",1971,"ENobleSchCorp","Kendallville, Indiana",-85.2649754,41.4414384
"1910",1972,"RogerAntoniazzo","Chicago, IL",-87.6297982,41.8781136
"1911",1973,"UHRainbowBabies","Cleveland, Ohio",-81.6943605,41.49932
"1912",1974,"nbcchicago","Chicago, IL",-87.6297982,41.8781136
"1913",1975,"mnhealth","St. Paul, Minnesota",-93.0899578,44.9537029
"1914",1976,"Lafayette_Grant","Wisconsin, USA",-88.7878678,43.7844397
"1915",1977,"troymedia","Canada",-106.346771,56.130366
"1916",1978,"currentcee_","Jamaica",-77.297508,18.109581
"1917",1979,"keidekay","Tulsa, OK",-95.992775,36.1539816
"1918",1980,"MDExpressva","Hampton Roads, VA",-76.386818,36.9614181
"1919",1981,"tynishakeli","Earth ",-95.7243335,37.2321077
"1920",1982,"IHAConnect","Indianapolis, IN",-86.158068,39.768403
"1921",1983,"KrauseDoris","Winter Haven, Fl",-81.7328567,28.0222435
"1922",1984,"WW1CC","Washington, DC",-77.0368707,38.9071923
"1923",1985,"HunterProbss","El Paso, TX",-106.4850217,31.7618778
"1924",1986,"_NoItsPatrick","Maryland ",-76.6412712,39.0457549
"1925",1987,"Cupidkill_er","Park Lane ",-96.7677647,32.8709834
"1926",1988,"GlobalPHObserv","Baltimore MD USA",-76.6121893,39.2903848
"1927",1989,"LizzyMcGuire419","Port Clinton, OH",-82.9376919,41.5119954
"1928",1990,"CrystalRun","Hudson Valley, NY",-73.9612887,41.9209018
"1929",1991,"mccrenshaw","Atlanta, Georgia ",-84.3879824,33.7489954
"1930",1992,"DrPChouinard","Moncton, NB CANADA",-64.7782313,46.0878165
"1931",1993,"BenCh_EM","Iowa City, IA",-91.5301683,41.6611277
"1932",1994,"emmykegler","Minneapolis",-93.2650108,44.977753
"1933",1995,"TCHDHealth","Greenwood Village, CO",-104.9508141,39.6172101
"1934",1996,"JABell27","Maryland, USA",-76.6412712,39.0457549
"1935",1997,"Mommie_Hass","Minnesota, USA",-94.6858998,46.729553
"1936",1998,"aafp","Leawood, KS",-94.6169012,38.966673
"1937",1999,"DoctorsReportTM","United States",-95.712891,37.09024
"1938",2000,"AbbieATC","Cincinnati, Ohio",-84.5120196,39.1031182
"1939",2001,"TulsaHealthDept","Tulsa, OK",-95.992775,36.1539816
"1940",2002,"Battelle","Columbus, OH",-82.9987942,39.9611755
"1941",2003,"apexreps","Lemont, IL ",-88.0017261,41.673642
"1942",2004,"MaureenSpence24","North Weymouth, MA",-70.9467133,42.2459331
"1943",2005,"MedGizmo","New York, NY",-74.0059728,40.7127753
"1944",2006,"CDCDirector","Atlanta, GA",-84.3879824,33.7489954
"1945",2007,"Chris__Merritt","Providence, RI",-71.4128343,41.8239891
"1946",2008,"chslunchreport","Clinton, IA",-90.1887379,41.8444735
"1947",2009,"Entman1773","Southeastern CT",-72.198734,41.322696
"1948",2010,"NMPulmCritCare","Chicago, IL",-87.6297982,41.8781136
"1949",2011,"HealthyEscambia","Pensacola, FL",-87.2169149,30.421309
"1950",2012,"JeffcoPH","Lakewood, CO",-105.0813734,39.7047095
"1951",2013,"capefearvalley","Fayetteville, NC",-78.8783585,35.0526641
"1952",2014,"Sheeepkeef","Halton Hills, Ontario",-80.017663,43.646987
"1953",2015,"mcall","Allentown, PA",-75.4714098,40.6022939
"1954",2016,"cafepharma","Atlanta",-84.3879824,33.7489954
"1955",2017,"drctruss","Atlanta, GA",-84.3879824,33.7489954
"1956",2018,"claymohealth","Liberty, Missouri",-94.4191177,39.2461138
"1957",2019,"torikatherinee","leoti KS",-101.3587713,38.479741
"1958",2020,"profvrr","New York, USA",-74.0059728,40.7127753
"1959",2021,"nickwohlge","Memphis, TN",-90.0489801,35.1495343
"1960",2022,"DrEmilyT","St Louis, MO",-90.1994042,38.6270025
"1961",2023,"ldpsci","Maryland",-76.6412712,39.0457549
"1962",2024,"JoePlenzler","Washington, DC",-77.0368707,38.9071923
"1963",2025,"Suntimes","Chicago, IL",-87.6297982,41.8781136
"1964",2026,"tbrownwright","Pittsburgh, PA",-79.9958864,40.4406248
"1965",2027,"epaultaylor","Toronto",-79.3831843,43.653226
"1966",2028,"BoggisNews","New Hampshire, USA",-71.5723953,43.1938516
"1967",2029,"STR_Hammer","Ligonier, Pennsylvania",-79.2375325,40.2431278
"1968",2030,"jackiedavissays","Atlanta, GA",-84.3879824,33.7489954
"1969",2031,"UVA_PICU","Charlottesville, VA",-78.4766781,38.0293059
"1970",2032,"Karlan1Michelle","Grand Rapids, MI",-85.6680863,42.9633599
"1971",2033,"MplsLocalBiZ","Minneapolis, MN USA",-93.2650108,44.977753
"1972",2034,"lonedoggy"," LI, NY",-73.134961,40.789142
"1973",2035,"hanah1n","Wisconsin, USA",-88.7878678,43.7844397
"1974",2036,"eprnetwork","US",-95.712891,37.09024
"1975",2037,"EIN_News","Washington DC",-77.0368707,38.9071923
"1976",2038,"AnjonRoy","Mankato, MN",-93.9993996,44.1635775
"1977",2039,"gail_fab","U.S.",-95.712891,37.09024
"1979",2042,"hannahrohlf","Davenport, IA",-90.5776367,41.5236437
"1980",2044,"_lets_do_it_","Florida, USA",-81.5157535,27.6648274
"1981",2045,"MawleePearee","Kingston, TN",-84.5085447,35.8809084
"1982",2046,"BrookePaige_H","Waterloo, Ontario",-80.5204096,43.4642578
"1983",2047,"SpoilsToVictor","Silver Spring, MD",-77.026088,38.9906657
"1984",2048,"chicagotribune","Chicago, IL",-87.6297982,41.8781136
"1985",2049,"NautilusCarly","San Diego, CA, USA, Earth",-117.2545101,32.8055085
"1986",2050,"Mommarazza","Indiana",-86.1349019,40.2671941
"1987",2051,"doctorstanley","Kansas City",-94.5785667,39.0997265
"1988",2052,"uncleardegree","Iron Mountain, Mi",-88.0659603,45.8202334
"1989",2053,"Medicare65Inc","Wisconsin",-88.7878678,43.7844397
"1990",2054,"delawareonline","Wilmington, Delaware",-75.5483909,39.744655
"1991",2055,"shezamegadun1","Brazil, IN",-87.1250154,39.523652
"1992",2056,"def732dan","NEW JERSEY",-74.4056612,40.0583238
"1993",2057,"meganl612","Carbondale, IL",-89.2167501,37.7272727
"1994",2058,"rkwas1","Earth",-95.7243335,37.2321077
"1995",2059,"keeperbookshelf","Pittsburgh, PA",-79.9958864,40.4406248
"1996",2060,"DeputyHottle","Staunton, VA",-79.0716958,38.149576
"1997",2061,"IMWHorvitz","Moorestown, NJ",-74.948886,39.9688817
"1998",2062,"baerbelsmile","US",-95.712891,37.09024
"1999",2063,"romeerizwan","Boston, MA",-71.0588801,42.3600825
"2000",2064,"DrTanyaRossi","Guelph, Ontario",-80.2481666,43.5448048
"2001",2065,"InfectDisNews","Thorofare, NJ",-75.1969346,39.8422093
"2002",2066,"ReneeKaeAdams","OH USA",-82.907123,40.4172871
"2003",2067,"MYKIDSDOCTOR","GEORGIA",-82.9000751,32.1656221
"2004",2069,"libertylives277","California, USA",-119.4179324,36.778261
"2005",2070,"iPractitioner","Portland, ME",-70.2568189,43.6590993
"2006",2071,"KaneCoHealth","Aurora, Illinois",-88.3200715,41.7605849
"2007",2072,"MinnieSkeptic","Minneapolis, MN",-93.2650108,44.977753
"2008",2073,"AkWeeklyNews","New Zealand",174.885971,-40.900557
"2009",2074,"suzie_x15","New York, USA",-74.0059728,40.7127753
"2010",2075,"DrBGellin","Washington, DC",-77.0368707,38.9071923
"2011",2076,"PURECompRx","Myrtle Beach, SC",-78.8866943,33.6890603
"2013",2078,"lj_tan","Chicago, IL",-87.6297982,41.8781136
"2014",2079,"SanofiUS","Bridgewater, NJ",-74.6049061,40.5939636
"2015",2080,"Linds_E_Parker","Sioux City, Iowa",-96.4049408,42.4963416
"2016",2081,"OSUEMEdu","Columbus, OH",-82.9987942,39.9611755
"2017",2082,"apemke","Florida, USA",-81.5157535,27.6648274
"2018",2083,"mathematista","Memphis, TN",-90.0489801,35.1495343
"2019",2084,"sabinvaccine","Washington, DC",-77.0368707,38.9071923
"2020",2085,"Fundacao_Gratas","São Luís-MA/Toronto-ON",-44.2829046,-2.5391099
"2021",2086,"SeemaJJIC","New York, New Jersey",-74.0143064,40.7878788
"2022",2087,"mercola","Chicago, IL",-87.6297982,41.8781136
"2023",2088,"PawsU","Central Wisconsin",-89.67268,44.784201
"2024",2089,"CDCasthma","United States",-95.712891,37.09024
"2025",2090,"Jess_DiPalma","north tonawanda",-78.8642033,43.038668
"2026",2091,"VintagePasta","United States",-95.712891,37.09024
"2027",2092,"arynpeters","Decatur, IL",-88.9548001,39.8403147
"2028",2093,"beasonsaver","Grand Blanc, MI",-83.6299518,42.9275277
"2029",2094,"EsqJeanne","Boca Raton, FL",-80.1289321,26.3683064
"2030",2095,"PEMTweets","Cincinnati, OH",-84.5120196,39.1031182
"2031",2096,"EBmedicine","Norcross, GA",-84.2135309,33.9412127
"2032",2097,"SMART_MD","United States",-95.712891,37.09024
"2033",2098,"AwzRocks","Neosho, MO",-94.367996,36.8689554
"2034",2099,"ArSeeTea","USA",-95.712891,37.09024
"2035",2100,"demitrariel","Kokomo",-86.1336033,40.486427
"2036",2102,"bcbssc","South Carolina, USA",-81.1637245,33.836081
"2037",2103,"HVWilliamsburg","Lincoln, NE",-96.7025955,40.813616
"2038",2104,"Tiger_Medical","Irvington, NJ",-74.2286435,40.7263249
"2039",2105,"MANA_Clinics","Northwest Arkansas",-94.2333355,36.0148605
"2040",2106,"hannahmartinn","Ottawa, Ontario",-75.6971931,45.4215296
"2041",2107,"CTPharmacists","Rocky Hill, CT",-72.6655757,41.6572525
"2042",2108,"madejaaaa","Urbandale, IA",-93.7121656,41.6266555
"2043",2109,"steveathanas","Massachusetts, USA",-71.3824374,42.4072107
"2044",2110,"jenmariewallace","Chicago, IL",-87.6297982,41.8781136
"2045",2111,"ImmunizedotCa","Canada",-106.346771,56.130366
"2046",2112,"microRNApro","Northern Georgia",-84.2645382,33.5561144
"2047",2113,"IamOneFitBody","NYC",-74.0059728,40.7127753
"2048",2114,"NIAIDNews","Bethesda, MD",-77.0947092,38.984652
"2049",2115,"DrMilks","Bloomington, Indiana",-86.5263857,39.165325
"2050",2116,"Chronicwatch","Marietta, GA",-84.5499327,33.952602
"2051",2117,"RepSanfelippo","New Berlin, WI",-88.1084224,42.9764027
"2052",2118,"CompareEurope","Denmark",9.501785,56.26392
"2053",2119,"jenstec13","Washington, MI",-83.0576156,42.7509332
"2054",2120,"drkdhoffman","US",-95.712891,37.09024
"2055",2121,"MarysvilleKsUSD","Marysville, Kansas",-96.647242,39.8411129
"2056",2122,"SerafinaRising","New Jersey, USA",-74.4056612,40.0583238
"2057",2123,"viracoreurofins","Lee's Summit, MO",-94.3821724,38.9108408
"2058",2124,"cjUCocean","731 Highway 35 Ocean, NJ 07712",-74.0381143,40.2276709
"2059",2125,"DHSWI","Wisconsin, USA",-88.7878678,43.7844397
"2060",2126,"LickingHealth","Newark, Ohio",-82.4012642,40.0581205
"2061",2127,"TownMonroeCT","Connecticut, USA",-73.087749,41.6032207
"2062",2128,"nativememphi13","USA",-95.712891,37.09024
"2063",2129,"MlleDeFloride","Calhoun, GA",-84.9510542,34.502587
"2064",2130,"MavenOfMayhem","Ottawa, Canada",-75.6971931,45.4215296
"2065",2131,"HSELive","Ireland",-7.6920536,53.1423672
"2066",2132,"jkimballcook","Rochester, NY",-77.6088465,43.1565779
"2067",2133,"OhChelseaXO","St Clair Shores, MI",-82.8963604,42.4974085
"2068",2135,"marklewismd","Murray, UT",-111.8879909,40.6668916
"2069",2136,"drjewilliams","Sarasota, FL",-82.5306527,27.3364347
"2070",2137,"ismeganokay","Milwaukee",-87.9064736,43.0389025
"2071",2138,"OrganicLiveFood","US",-95.712891,37.09024
"2072",2139,"TheRealNikkiC","Michigan, USA",-85.6023643,44.3148443
"2073",2140,"Soldout100","Whitehall, MI",-86.3486792,43.4100107
"2074",2141,"ezbirth","Rochester, MI",-83.1338214,42.680588
"2075",2142,"_savannah2521","Denver",-104.990251,39.7392358
"2076",2143,"DannyGeorge54","Ottawa, Ontario, Canada",-75.6971931,45.4215296
"2077",2144,"PAFPandF","Harrisburg, PA",-76.8867008,40.2731911
"2078",2145,"MgsideWellness","Sioux City, IA",-96.4049408,42.4963416
"2079",2146,"taybridge","Ottawa, Canada",-75.6971931,45.4215296
"2080",2147,"AFHSBPAGE","Falls Church, VA",-77.1710914,38.882334
"2081",2148,"ThoroughWiz","New York, USA",-74.0059728,40.7127753
"2082",2150,"Anon_helpMAGA","United States",-95.712891,37.09024
"2083",2151,"HumanVacProject","New York, NY",-74.0059728,40.7127753
"2084",2152,"StoneLoc5pm","North Brunswick, NJ",-74.4766712,40.4525163
"2085",2153,"Jenn_Caroll","United States",-95.712891,37.09024
"2086",2154,"LCCoolePhotos","Oakland County, Mi",-83.336188,42.5921924
"2087",2155,"PoncaWarrior","Winfield, KS",-96.9955918,37.2397486
"2088",2156,"MJBurkMD","Indianapolis, IN",-86.158068,39.768403
"2089",2157,"bethanyboring","Palm Bay, FL.",-80.5886646,28.0344621
"2090",2158,"medsengage","Canada",-106.346771,56.130366
"2091",2159,"AusVirologySoc","Australia",133.775136,-25.274398
"2092",2160,"purrenrage","Alaska",-149.4936733,64.2008413
"2093",2161,"TheChainedMan","United States",-95.712891,37.09024
"2094",2162,"mkwaldo","Kansas City, MO",-94.5785667,39.0997265
"2095",2163,"boniyuh","Silver Spring, MD",-77.026088,38.9906657
"2096",2164,"floralpalette","Auburn Hills, MI",-83.2341028,42.6875323
"2097",2165,"PharmaOutlook","United States",-95.712891,37.09024
"2098",2167,"glenpyle","University of Guelph",-80.2262444,43.5328929
"2099",2168,"taylorrjessee","Martinsville, IN",-86.4283279,39.4278253
"2100",2169,"MichaelDavid80","Philadelphia, PA",-75.1652215,39.9525839
"2101",2170,"mplunkitt22","Indianapolis, IN",-86.158068,39.768403
"2102",2171,"sportsblond","Minnesota",-94.6858998,46.729553
"2103",2172,"bobsansevere","Minnesota",-94.6858998,46.729553
"2104",2173,"abbipesola","Minnesota, USA",-94.6858998,46.729553
"2105",2174,"peteharlan","Columbus, OH",-82.9987942,39.9611755
"2106",2175,"SSMHealthSaints","Oklahoma City, OK",-97.5164276,35.4675602
"2107",2176,"Mama_Mandria","Dayton, OH",-84.1916069,39.7589478
"2108",2177,"Awithonelison","New Jersey",-74.4056612,40.0583238
"2109",2178,"SarahsCunning","Maine, USA",-69.4454689,45.253783
"2110",2179,"hdighn","Foothills of NC",-81.6888248,35.744679
"2111",2180,"PubMedTrending","United States",-95.712891,37.09024
"2112",2181,"MayoClinic","Minnesota, Florida, Arizona",-96.3864428,44.7656804
"2113",2182,"PolitikMasFina","Tennessee, USA",-86.5804473,35.5174913
"2114",2183,"FedUp5thGenAmer","New York City, NY",-74.0059728,40.7127753
"2115",2184,"kayleeisyounng","Fishers, IN",-86.01335,39.9567548
"2116",2185,"MsBJPeart","Charleston South Carolina USA",-79.9310512,32.7764749
"2117",2186,"KODEnews","Joplin, MO",-94.513281,37.0842271
"2118",2187,"KSNLocalNews","Joplin, MO",-94.513281,37.0842271
"2119",2188,"Beingchris","Pennsylvania, USA",-77.1945247,41.2033216
"2120",2189,"wannemachaa","Montclair, NJ",-74.2090053,40.8259007
"2121",2190,"cchwyo","Gillette, WY",-105.5022205,44.2910915
"2122",2191,"SCCHealth","St. Charles, MO",-90.4974359,38.7881062
"2123",2192,"LipicaShah","New York City",-74.0059728,40.7127753
"2124",2193,"BrianSheehy","Methuen, MA",-71.1908924,42.7262016
"2125",2194,"CavalierInc","Norfolk, Virginia",-76.2858726,36.8507689
"2127",2196,"MADMAX2B2","Pueblo, CO",-104.6091409,38.2544472
"2128",2197,"AshNichole14","Nebraska",-99.9018131,41.4925374
"2129",2198,"GuidelineCent","Lake Mary, FL",-81.3178446,28.7588833
"2130",2200,"FluNearYou","Boston, Massachusetts",-71.0588801,42.3600825
"2131",2203,"maternova","Providence, RI",-71.4128343,41.8239891
"2132",2204,"Atari_Hotel","Chatham-Kent, Ontario",-82.1910378,42.4048028
"2133",2205,"ElisabethHobbes","Cheshire",-2.6103158,53.2326344
"2134",2206,"DDNewsOnline","Cleveland, OH",-81.6943605,41.49932
"2135",2208,"foamid","Boston, MA",-71.0588801,42.3600825
"2136",2209,"bjknappwrites","Rhode Island",-71.4774291,41.5800945
"2137",2210,"CHCPinellas","St Petersburg, FL",-82.6402915,27.7676008
"2138",2211,"EvalLaVelle","Minneapolis, MN",-93.2650108,44.977753
"2139",2212,"curecancer165","USA",-95.712891,37.09024
"2140",2213,"chinablue2600","New York",-74.0059728,40.7127753
"2141",2226,"BIOCIENCIA2013","Cuman�",-64.183316,10.431916
"2143",2446,"DrMarcoMtz","Quintana Roo, M�xico",-88.4791376,19.1817393
"2145",2513,"bestnewsicu","United States<U+0001F1FA><U+0001F1F8>",-95.712891,37.09024
"2146",2592,"marissa_beckman","Michigan<U+27A1><U+FE0F>Maryland",-83.7382241,42.2780436
"2147",2628,"ChispaSpeaks_YT","Montr�al, Qu�bec",-73.567256,45.5016889
"2148",2860,"missvalentiine_","Montr�al, Qu�bec",-73.567256,45.5016889
"2150",3035,"KreoleByrd","Gulf Coast of Mississippi<U+0001F3D6><U+0001F6F3>",-88.7974042,30.3937917
"2151",3156,"Debbie29490650","Texas <U+0001F1E8><U+0001F1F1>, USA <U+0001F1FA><U+0001F1F8>",-99.9018131,31.9685988
"2152",3418,"Fundacao_Gratas","S�o Lu�s-MA/Toronto-ON",-44.2829046,-2.5391099
